id,url,title,wiki_intro,generated_intro,title_len,wiki_intro_len,generated_intro_len,prompt,generated_text,prompt_tokens,generated_text_tokens
56095013,https://en.wikipedia.org/wiki/Xu%20Jing%20%28mountaineer%29,Xu Jing (mountaineer),"Xu Jing (, 1927 – 15 October 2011) was a Chinese mountaineer and leader of the first team to reach the summit of Shishapangma, Tibet on 2 May 1964 and in 1965 this area would become the Tibet Autonomous Region.
 
Xu Jing was born in Fushun, Liaoning, China. He learned mountaineering in the Soviet Union in 1955. In 1956, Xu Jing took charge of China's first mountaineering training program organized by All-China Federation of Trade Unions. The same year, he climbed Muztagh Ata in a joint Sino-Soviet expedition. In 1960, he was the deputy leader of the Chinese Mount Everest expedition team, but had to retreat at 8500 m due to exhaustion. In 1964, Xu Jing led a team of members to reach the summit of Shishapangma, the last unclimbed eight-thousander. In 1975, he was the deputy leader of the Chinese expedition team that successfully climbed and surveyed Mount Everest. In 1988, he was the deputy leader of the China-Japan-Nepal joint Mount Everest ""crossover"" team. Xu Jing was vice-president","Xu Jing (, 1927 – 15 October 2005) was a Chinese mountaineer. He was the first person to summit both Mount Everest and Mount Lhotse, and the first person ever to make a solo climb of Mount Qomolangma.

Xu Jing was born in 1927 in Zhangjiakou, Hebei province. After studying at Tsinghua University, he worked as an engineer in various posts in China. In 1972, he became the first Chinese person to summit Mount Everest. The next year, he became the first person to make a solo ascent of Mount Qomolangma. He died on 15 October 2005 in Changde, Hunan province, aged 77.",3,182,102,"200 word wikipedia style introduction on 'Xu Jing (mountaineer)'
    Xu Jing (, 1927 – 15 October"," 2005) was a Chinese mountaineer. He was the first person to summit both Mount Everest and Mount Lhotse, and the first person ever to make a solo climb of Mount Qomolangma.

Xu Jing was born in 1927 in Zhangjiakou, Hebei province. After studying at Tsinghua University, he worked as an engineer in various posts in China. In 1972, he became the first Chinese person to summit Mount Everest. The next year, he became the first person to make a solo ascent of Mount Qomolangma. He died on 15 October 2005 in Changde, Hunan province, aged 77.",28,135
29018342,https://en.wikipedia.org/wiki/Currency%20war,Currency war,"Currency war, also known as competitive devaluations, is a condition in international affairs where countries seek to gain a trade advantage over other countries by causing the exchange rate of their currency to fall in relation to other currencies. As the exchange rate of a country's currency falls, exports become more competitive in other countries, and imports into the country become more and more expensive. Both effects benefit the domestic industry, and thus employment, which receives a boost in demand from both domestic and foreign markets. However, the price increases for import goods (as well as in the cost of foreign travel) are unpopular as they harm citizens' purchasing power; and when all countries adopt a similar strategy, it can lead to a general decline in international trade, harming all countries. Historically, competitive devaluations have been rare as countries have generally preferred to maintain a high value for their currency. Countries have generally allowed market forces to work, or have participated in systems of managed exchanges rates. An exception occurred when a currency war broke out in the 1930s when countries abandoned the gold standard during the Great Depression and used currency devaluations in an attempt to stimulate their economies. Since this effectively pushes unemployment overseas, trading partners quickly retaliated with their own","Currency war, also known as competitive devaluations, is a situation in which two or more countries attempt to lower the value of their currencies to gain an advantage in exports over their rivals.

Currency wars have been observed throughout history, and are often the result of bilateral trade deficits. One country may attempt to reduce the value of its currency in order to make its exports more competitive, while the opposing country may respond by doing the same. This process can lead to a sustained decrease in the value of currencies, which can have negative consequences for both economies.",2,237,98,"200 word wikipedia style introduction on 'Currency war'
    Currency war, also known as competitive devaluations,"," is a situation in which two or more countries attempt to lower the value of their currencies to gain an advantage in exports over their rivals.

Currency wars have been observed throughout history, and are often the result of bilateral trade deficits. One country may attempt to reduce the value of its currency in order to make its exports more competitive, while the opposing country may respond by doing the same. This process can lead to a sustained decrease in the value of currencies, which can have negative consequences for both economies.",26,102
640448,https://en.wikipedia.org/wiki/Sebastiane,Sebastiane,"Sebastiane is a 1976 Latin-language British historical film directed by Derek Jarman and Paul Humfress and written by Jarman, Humfress and James Whaley. It portrays the events of the life of Saint Sebastian, including his iconic martyrdom by arrows. The film, which was aimed at a gay audience, was controversial for the homoeroticism portrayed between the soldiers and for having dialogue entirely in Latin. Plot
In the third century AD, Sebastian is a member of the Emperor Diocletian's personal guard. When he tries to intervene to stop one of the Emperor's catamites from being strangled by one of his bodyguards, Sebastian is exiled to a remote coastal garrison and reduced in rank to private. Although thought to be an early Christian, Sebastian is a worshipper of the Roman sun god Phoebus Apollo and sublimates his desire for his male companions into worship of his deity and pacifism. Both incense Severus, the commanding officer of the garrison, who becomes increasingly obsessed with Sebastian, tries to assault him, and ultimately presides over his summary execution for refusing to take up arms in defence of the Roman Empire. Justin, one of his comrades","Sebastiane is a 1976 Latin-language British historical drama film directed by Peter Medak and starring Mandy Patinkin and John Gielgud. The screenplay was written by Robert Bolt and it is based on the historical figure of Saint Sebastian.

The film tells the story of Saint Sebastian, a young man who is persecuted and martyred for his faith. It features appearances by Gielgud, Patinkin, Vanessa Redgrave, Derek Jacobi, and Glenda Jackson.

The film was nominated for the Academy Award for Best Screenplay.",1,227,79,"200 word wikipedia style introduction on 'Sebastiane'
    Sebastiane is a 1976 Latin-language British historical"," drama film directed by Peter Medak and starring Mandy Patinkin and John Gielgud. The screenplay was written by Robert Bolt and it is based on the historical figure of Saint Sebastian.

The film tells the story of Saint Sebastian, a young man who is persecuted and martyred for his faith. It features appearances by Gielgud, Patinkin, Vanessa Redgrave, Derek Jacobi, and Glenda Jackson.

The film was nominated for the Academy Award for Best Screenplay.",27,106
10069202,https://en.wikipedia.org/wiki/Self%20bow,Self bow,"A self bow or simple bow is a bow made from a single piece of wood. Extra material such as horn nocks on the ends, or built-up handles, would normally be accepted as part of a self bow. Some modern authorities would also accept a bow spliced together in the handle from two pieces of wood. Comparison with composite bows 
An effective self bow can be made from widely available local material in most inhabited parts of the world, with limited tools whose functions include chopping, shaving, and scraping. A day of work may be needed, starting with a seasoned stave; a composite bow requires a week's work, and could possibly take up to several years, starting with a much greater range of materials and skills. Self bows must be approximately the height of the archer if they are to allow a long draw, and they are less efficient in the specialized art of flight archery.  Well-designed composite bows of high draw-weight give higher arrow velocity, and the bow itself is shorter. However, the hide glue that holds a composite bow together absorbs water and will dissolve if soaked; the wood of self bows is less sensitive to humidity. ","A self bow or simple bow is a bow made from a single piece of wood. It is the simplest type of bow, and is often used as a starting point for more advanced bows.",2,201,35,"200 word wikipedia style introduction on 'Self bow'
    A self bow or simple bow is"," a bow made from a single piece of wood. It is the simplest type of bow, and is often used as a starting point for more advanced bows.",22,31
5803885,https://en.wikipedia.org/wiki/Sam%20Poo,Sam Poo,"Sam Poo (died 19 December 1865) was a Chinese bushranger in Australia who was active in New South Wales during early 1865. Poo emigrated to Australia in the early 1860s during the gold rush. Being an unsuccessful miner, he turned to bushranging. He robbed travellers on the Gulgong–Mudgee for several weeks. On 3 February 1865, Poo killed Senior Constable John Ward, who was looking for him. After the murder of Ward, the New South Wales Police organised a large-scale manhunt, which lasted two weeks and resulted in Poo being arrested and seriously injured during his arrest.  Poo was tried two times after his arrest. The first time on 10 April, he was tried for shooting with intent to kill at Aboriginal tracker Henry Hughes during his arrest and he was found guilty by the jury. The second time on 10 October, he was tried for the wilful murder of John Ward and he was again found guilty by the jury. He was sentenced to death and he was executed by hanging on 19 December 1865. Poo was fictionalised in David Martin's novel The Hero of Too (1965) and since has been a theme of a circus show, a children's novel and","Sam Poo (died 19 December 1865) was an English cricketer.

Poo was a right-handed batsman who bowled right-arm fast. He was born at Headington, Oxfordshire.

Poo made his first-class debut for Oxford University against the Marylebone Cricket Club in 1851. He made two further first-class appearances for the university, both of which came in 1851. In his three appearances, Poo scored a total of 7 runs at an average of 2.50, with a high score of 3 not out. Additionally, he took 4 wickets with a bowling average of 10.50.

Following his university career, Poo made his debut for Berkshire in the 1852 Minor Counties Championship against Suffolk. He played Minor counties cricket for Berkshire until 1865, making 43 appearances and scoring 577 runs at an average of 23.10, with a high score of 71 not out. With the ball, Poo took 88 wickets at an average of 16.15, which was second only to John Wisden in the Minor counties championship that year.

Poo died at The Cottage, Ascot Racecourse on 19 December 1865.

",2,206,170,"200 word wikipedia style introduction on 'Sam Poo'
    Sam Poo (died 19 December 1865) was"," an English cricketer.

Poo was a right-handed batsman who bowled right-arm fast. He was born at Headington, Oxfordshire.

Poo made his first-class debut for Oxford University against the Marylebone Cricket Club in 1851. He made two further first-class appearances for the university, both of which came in 1851. In his three appearances, Poo scored a total of 7 runs at an average of 2.50, with a high score of 3 not out. Additionally, he took 4 wickets with a bowling average of 10.50.

Following his university career, Poo made his debut for Berkshire in the 1852 Minor Counties Championship against Suffolk. He played Minor counties cricket for Berkshire until 1865, making 43 appearances and scoring 577 runs at an average of 23.10, with a high score of 71 not out. With the ball, Poo took 88 wickets at an average of 16.15, which was second only to John Wisden in the Minor counties championship that year.

Poo died at The Cottage, Ascot Racecourse on 19 December 1865.

",25,237
11583555,https://en.wikipedia.org/wiki/Podilsko%E2%80%93Vyhurivska%20line,Podilsko–Vyhurivska line,"The Podilsko–Vyhurivska line  formerly the Podilsko–Voskresenska line  will be the fourth addition to Kyiv's metro system. Presently under construction, when finished, it will contain 16 stations and be approximately 20 kilometres long. This line will serve as an important relief for existing and over-stretched transfer points. The first segment is due to open after 2022, with the project being fully completed by 2030. This line is colored orange on the maps. Plan and construction
Like most Kyiv Metro lines, it will open in a set of stages. The first is planned to be a three-station deep-level segment which will run from the existing Vokzalna station of the Sviatoshynsko–Brovarska line northwards to Hlybochytska. This will be a transfer to the Lukianivska station on the Syretsko–Pecherska line. The second segment will then continue eastwards to the Podil region of Kyiv, across the Dnieper River on a combined automobile bridge through Trukhaniv Island, and into the northern left-bank districts. Most","The Podilsko–Vyhurivska line  formerly the Podilsko–Voskresenska line  is a railway line in Ukraine, connecting the city of Lviv with the town of Vyhuriv. It is operated by the Ukrainian Railways.

The line was built between 1881 and 1884 as part of the Podilsko–Rivne Railway. It was operated by the Russian Railways until 1917, when it became part of the Ukrainian State Railways. The line became part of the Ukrainian National Railways in 1938.",2,168,74,"200 word wikipedia style introduction on 'Podilsko–Vyhurivska line'
    The Podilsko–Vyhurivska line  formerly the Podilsko–Voskresenska"," line  is a railway line in Ukraine, connecting the city of Lviv with the town of Vyhuriv. It is operated by the Ukrainian Railways.

The line was built between 1881 and 1884 as part of the Podilsko–Rivne Railway. It was operated by the Russian Railways until 1917, when it became part of the Ukrainian State Railways. The line became part of the Ukrainian National Railways in 1938.",49,93
30216652,https://en.wikipedia.org/wiki/Jean%20Lee%20%28aircraftwoman%29,Jean Lee (aircraftwoman),"Jean Suey Zee Lew (née Lee; July 26, 1924) is a Canadian veteran of World War II who was the only woman of Chinese-Canadian descent to serve in the Royal Canadian Air Force (RCAF). As a member of the RCAF Women's Division, Lee was stationed from 1942 to 1945 at the Royal Canadian Air Force Depot, Eastern Air Command, at Rockcliffe, Ontario. Lee was born on July 26, 1924, in Cranbrook, British Columbia to Lee Look (Chow Man) and Huey Shee Lee. She had two brothers who also served in the military – Wilson John Lee who served with training command at Fort Macleod, and William, who served in the Korean War. She was awarded her Canadian Citizenship Certificate in a ceremony in February 1947, along with 6 other veterans. She was one of the first women of Chinese descent to become a Canadian citizen. From 1874, Chinese Canadians had been restricted from Canadian citizenship.","Jean Suey Zee Lew (née Lee; July 21, 1919 – March 14, 2002) was an American aviator and naval officer. She was the first woman to fly a combat mission in a jet aircraft, during World War II.

Lee was born in Newark, New Jersey, on July 21, 1919. She graduated from high school in 1937 and matriculated at the University of Michigan in 1938. In 1941 she married Robert Zee Lew, and they had two children.

Lee joined the United States Navy in 1942 and completed training as an aviator in 1943. In 1944 she became the first woman to fly a combat mission in a jet aircraft, during World War II. She served as a fighter pilot with Fighter Squadron 101 (VF-101) aboard the USS Enterprise (CV-6). In 1945 she was awarded the Distinguished Flying Cross for her participation in the Battle of Iwo Jima.

After the war Lee remained in the Navy and served as an aviator with naval aviation squadrons based in Hawaii and California. She retired from the Navy in 1970 with the rank of captain.

Lee died on March 14, 2002, at her home in Long Beach, California.",3,155,190,"200 word wikipedia style introduction on 'Jean Lee (aircraftwoman)'
    Jean Suey Zee Lew (née Lee; July"," 21, 1919 – March 14, 2002) was an American aviator and naval officer. She was the first woman to fly a combat mission in a jet aircraft, during World War II.

Lee was born in Newark, New Jersey, on July 21, 1919. She graduated from high school in 1937 and matriculated at the University of Michigan in 1938. In 1941 she married Robert Zee Lew, and they had two children.

Lee joined the United States Navy in 1942 and completed training as an aviator in 1943. In 1944 she became the first woman to fly a combat mission in a jet aircraft, during World War II. She served as a fighter pilot with Fighter Squadron 101 (VF-101) aboard the USS Enterprise (CV-6). In 1945 she was awarded the Distinguished Flying Cross for her participation in the Battle of Iwo Jima.

After the war Lee remained in the Navy and served as an aviator with naval aviation squadrons based in Hawaii and California. She retired from the Navy in 1970 with the rank of captain.

Lee died on March 14, 2002, at her home in Long Beach, California.",31,237
15460257,https://en.wikipedia.org/wiki/Earle%20O.%20Latham,Earle O. Latham,"Earle O. Latham (1908–1999) was born in Lowell, Massachusetts. He attended Boston University, Rutgers University School of Banking and Columbia University Graduate School of Management. During 46 years of employment, Latham rose from a messenger to serve as the First Vice President of the Federal Reserve Bank of Boston. He was designated as a special emissary for the U.S. Department of State to the State of Ethiopia in 1963-1964 to establish the National Bank of Ethiopia. Latham married Harriet Irene Morrison of Malden, Massachusetts in 1936. They had two children; Patricia Ruth Latham (1938–1956) and O. Bradley Latham (1940-   ). Earle Latham taught banking at Harvard University Extension School. He was an officer of the American Bankers Association and served on many boards of charitable organizations, such as the United Way. In retirement, he moved to Boxford, Massachusetts, where he served for many years as the Chairman of the Boxford Conservation Commission. 1908 births
1999 deaths
20th-century American businesspeople
American bankers
American Bankers Association
Boston University alumni
Columbia Business School alumni
Harvard University staff","Earle O. Latham (1908–1999) was born in Muskegon, Michigan. He was a scientist, engineer and inventor who made significant contributions to aviation and telecommunications.

Latham earned his bachelor's degree in engineering from the University of Michigan in 1932, and his doctorate in engineering from the University of Illinois in 1936. He began his career with Western Electric Company, where he worked on projects related to telephone switching and transmission systems. In 1941, he joined the United States Army Air Forces (AAF) as a research engineer.

Latham was responsible for developing the C-47 cargo aircraft and the B-29 Superfortress bomber. He also developed the L-19 Bird Dog aircraft, which was used by the AAF during World War II. After the war, Latham worked for Bell Telephone Laboratories, where he developed the first transatlantic telephone cable. He retired from Bell Laboratories in 1978.

Latham was a Fellow of the American Institute of Electrical and Electronics Engineers (FAIE), and a member of the National Academy of Engineering. He died in 1999 at the age of 91.",3,171,170,"200 word wikipedia style introduction on 'Earle O. Latham'
    Earle O. Latham (1908–1999) was born in"," Muskegon, Michigan. He was a scientist, engineer and inventor who made significant contributions to aviation and telecommunications.

Latham earned his bachelor's degree in engineering from the University of Michigan in 1932, and his doctorate in engineering from the University of Illinois in 1936. He began his career with Western Electric Company, where he worked on projects related to telephone switching and transmission systems. In 1941, he joined the United States Army Air Forces (AAF) as a research engineer.

Latham was responsible for developing the C-47 cargo aircraft and the B-29 Superfortress bomber. He also developed the L-19 Bird Dog aircraft, which was used by the AAF during World War II. After the war, Latham worked for Bell Telephone Laboratories, where he developed the first transatlantic telephone cable. He retired from Bell Laboratories in 1978.

Latham was a Fellow of the American Institute of Electrical and Electronics Engineers (FAIE), and a member of the National Academy of Engineering. He died in 1999 at the age of 91.",34,214
50438,https://en.wikipedia.org/wiki/898,898,"
Year 898 (DCCCXCVIII) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar. Events 
 By place 
 Europe 
 January 1 – King Odo I (or Eudes) dies at La Fère (Northern France) after a 10-year reign. His rival, the 18-year-old Charles the Simple in Laon, gains sovereignty and becomes ruler (with no real authority) of the West Frankish Kingdom. This puts an end to five years of civil war between the Frankish nobles.
 Summer – Adalbert II, margrave of Tuscany, revolts (pushed by his wife Bertha) against his cousin, Emperor Lambert II. The Tuscan army proceeds against the Lombard capital of Pavia. Lambert with his forces at Marengo defeats Adalbert at Borgo San Donnino, taking him, as a prisoner, to Pavia.
 October 15 – Lambert II dies from falling off his horse while hunting — or is killed (possibly assassinated by supporters of Maginulf of Milan). After the death of Lambert, his rival Berengar I gains recognition as king of","
Year 898 (DCCCXCVIII) was a common year starting on Monday (link will display the full calendar) of the Julian calendar.

Events

January - The Senate of Rome decrees that all bishops are to be elected by plurality, instead of by single vote.

February - The Byzantine general Nikephoros Phokas defeats a large Khazar army in the Battle of Zemlian Steppe, marking the first major victory against the Khazars.

March - The Abbasid caliph al-Mansur sends an army under al-Afdal ibn al-Zubayr to invade Syria, but they are defeated by the Fatimid general Ziyad ibn Ali at the Battle of Harran.

April - The Bulgars settle in Great Bulgaria.

May - The Abbasid caliph al-Mansur dies, and is succeeded by his son al-Mahdi.

June - Mukarrab Khan, ruler of Khwarezm, is assassinated by his son Muhammad.

July - Li Xiucheng is appointed Prince of Yan in recognition of his contributions to government during the Tang dynasty.
     

",1,181,152,"200 word wikipedia style introduction on '898'
    
Year 898 (DCCCXCVIII) was a common year"," starting on Monday (link will display the full calendar) of the Julian calendar.

Events

January - The Senate of Rome decrees that all bishops are to be elected by plurality, instead of by single vote.

February - The Byzantine general Nikephoros Phokas defeats a large Khazar army in the Battle of Zemlian Steppe, marking the first major victory against the Khazars.

March - The Abbasid caliph al-Mansur sends an army under al-Afdal ibn al-Zubayr to invade Syria, but they are defeated by the Fatimid general Ziyad ibn Ali at the Battle of Harran.

April - The Bulgars settle in Great Bulgaria.

May - The Abbasid caliph al-Mansur dies, and is succeeded by his son al-Mahdi.

June - Mukarrab Khan, ruler of Khwarezm, is assassinated by his son Muhammad.

July - Li Xiucheng is appointed Prince of Yan in recognition of his contributions to government during the Tang dynasty.
     

",31,236
7292674,https://en.wikipedia.org/wiki/Busan%20Gudeok%20Stadium,Busan Gudeok Stadium,"The Busan Gudeok Stadium (; Hanja: 釜山九德運動場) is a multi-purpose stadium in Busan, South Korea. It is currently used mostly for football matches. The stadium currently holds 12,349 spectators. The venue opened in September 1928. During the 1988 Summer Olympics, it hosted some of the Olympic football matches. It was also the  main venue for the 1997 East Asian Games hosting the opening and closing ceremonies, as well as the athletics and football competitions. Professional football team Busan IPark have played their home games at the venue since 2015 as well as between 1987 and 2002. Additionally, non-league football team Busan Transport Corporation FC have played their home games at the venue since 2006. 1988 Summer Olympics 
During the 1988 Summer Olympics, held in Seoul, eight football games took place at the Gudeok stadium, including all three of South Korea's matches and one semi-final match. 180 players accompanied by 72 officials from nine countries competed for eleven days from September 17 through September 27, attracting a total of 146,320 spectators or 18,290 on average per day. A total of 675","The Busan Gudeok Stadium (; Hanja: 釜山九德運動場) is a football stadium in Busan, South Korea. It is the home ground of Busan I-Land FC. The stadium has a capacity of 53,000 and was opened in 1993.

The Busan Gudeok Stadium is located in the eastern part of the city in the Dongnae-gu district. It is bounded by Gudeok-ro to the east, Seojaecheon and Dongnae River to the north, and Gudeok-dong to the west. The stadium has an artificial turf pitch that meets the FIFA International Standard.

The Busan Gudeok Stadium first hosted matches during the 1993 K-League season. In its early years, it was known as the Gudeok Stadium (釜山九德), after the nearby mountains that are known for their excellent hiking opportunities. The stadium was originally built with a capacity of 25,000 spectators but due to expansions over the years, it now has a maximum capacity of 53,000 spectators.

The Busan Gudeok Stadium has been home to several professional football clubs over the years, including Busan I-Land FC (formerly Busan Daewoo FC), Jeonbuk Hyundai FC, Gwangju Sangmu FC and Current Asiana United FC. The stadium has also hosted several international matches including three AFC Champions League group stage matches (2004, 2005 and 2009), as well as two Group A matches during the 2002 FIFA",3,199,211,"200 word wikipedia style introduction on 'Busan Gudeok Stadium'
    The Busan Gudeok Stadium (; Hanja: 釜山九德運動場)"," is a football stadium in Busan, South Korea. It is the home ground of Busan I-Land FC. The stadium has a capacity of 53,000 and was opened in 1993.

The Busan Gudeok Stadium is located in the eastern part of the city in the Dongnae-gu district. It is bounded by Gudeok-ro to the east, Seojaecheon and Dongnae River to the north, and Gudeok-dong to the west. The stadium has an artificial turf pitch that meets the FIFA International Standard.

The Busan Gudeok Stadium first hosted matches during the 1993 K-League season. In its early years, it was known as the Gudeok Stadium (釜山九德), after the nearby mountains that are known for their excellent hiking opportunities. The stadium was originally built with a capacity of 25,000 spectators but due to expansions over the years, it now has a maximum capacity of 53,000 spectators.

The Busan Gudeok Stadium has been home to several professional football clubs over the years, including Busan I-Land FC (formerly Busan Daewoo FC), Jeonbuk Hyundai FC, Gwangju Sangmu FC and Current Asiana United FC. The stadium has also hosted several international matches including three AFC Champions League group stage matches (2004, 2005 and 2009), as well as two Group A matches during the 2002 FIFA",49,300
463144,https://en.wikipedia.org/wiki/Interactionism,Interactionism,"In micro-sociology, interactionism is a theoretical perspective that sees social behavior as an interactive product of the individual and the situation. In other words, it derives social processes (such as conflict, cooperation, identity formation) from social interaction, whereby subjectively held meanings are integral to explaining or understanding social behavior. This perspective studies the ways in which individuals shape, and are shaped by, society through their interactions. Interactionism thus argues that the individual is an active and conscious piece of the social-context system, rather than merely a passive object in their environment. It believes interactions to be guided by meanings that are attached to the self, to others with whom each individual interacts, and to situations of interaction; all of which are altered in interaction themselves. In this sense, interactionism may stand in contrast to studies of socialization, insofar as interactionism conceives individuals to influence groups at least as much as groups influence individuals.","In micro-sociology, interactionism is a theoretical perspective that emphasizes the role of social interaction in human behaviour. It is a philosophical and methodological approach that began to develop in the 1940s and 1950s and has been influential in sociology, anthropology, and psychology.

Interactionism is a theoretical perspective that emphasizes the role of social interaction in human behaviour. It is a philosophical and methodological approach that began to develop in the 1940s and 1950s and has been influential in sociology, anthropology, and psychology. The basic idea is that humans are not just individual actors but are also members of social groups, which shapes their behaviour. Social interaction is thus seen as a key factor in understanding human behaviour.

Interactionism has a number of important implications for sociology. First, it emphasises the role of social norms and values in shaping behaviour.Second, it emphasises the importance of contextuality in understanding human behaviour. Finally, it stresses the importance of social interaction as a means of learning and understanding behaviour.

Interactionism has also had an important impact on the methodology of sociology. It has led to the development of social process theory and action research, two important methodological approaches within sociology.",1,153,193,"200 word wikipedia style introduction on 'Interactionism'
    In micro-sociology, interactionism is a theoretical perspective"," that emphasizes the role of social interaction in human behaviour. It is a philosophical and methodological approach that began to develop in the 1940s and 1950s and has been influential in sociology, anthropology, and psychology.

Interactionism is a theoretical perspective that emphasizes the role of social interaction in human behaviour. It is a philosophical and methodological approach that began to develop in the 1940s and 1950s and has been influential in sociology, anthropology, and psychology. The basic idea is that humans are not just individual actors but are also members of social groups, which shapes their behaviour. Social interaction is thus seen as a key factor in understanding human behaviour.

Interactionism has a number of important implications for sociology. First, it emphasises the role of social norms and values in shaping behaviour.Second, it emphasises the importance of contextuality in understanding human behaviour. Finally, it stresses the importance of social interaction as a means of learning and understanding behaviour.

Interactionism has also had an important impact on the methodology of sociology. It has led to the development of social process theory and action research, two important methodological approaches within sociology.",29,230
2108573,https://en.wikipedia.org/wiki/Estelle%20Liebling,Estelle Liebling,"Estelle Liebling (April 21, 1880 – September 25, 1970) was an American soprano, composer, arranger, music editor, and celebrated voice teacher and vocal coach. Born into the Liebling family of musicians, she began her professional opera career in Dresden as a leading coloratura soprano in 1898 when she was just 18 years old. She sang with several important opera houses in Europe, including the Opéra-Comique, the Semperoper, and the Staatsoper Stuttgart. From 1902 to 1904 she was committed to the Metropolitan Opera, and from 1902 to 1905 she toured internationally in more than 1,600 concerts with John Philip Sousa and his band. After her marriage in 1906, she performed only occasionally in the succeeding two decades. Liebling began her teaching career in the 1910s, not stopping until her death more than 50 years later. Her pedagogy was rooted in the tradition of her teacher Mathilde Marchesi. She mainly taught out of her private studio in New York City, with the exception of three years working on the faculty of the Curtis Institute of Music in the 1930s. During her career she was the vocal coach or voice","Estelle Liebling (April 21, 1880 – September 10, 1966) was an American journalist, writer, and editor. She was best known for her work as a reporter and editor for the New York Times.

Liebling was born in Newark, New Jersey to Jewish parents. She graduated from Barnard College in 1903 and worked as a reporter for the Newark Evening News before moving to New York City in 1907. Liebling began working for the New York Times in 1912 as a general assignment reporter. She became the paper's Paris correspondent in 1916 and its Berlin bureau chief in 1922. In 1925, she was appointed editor of the Times's women's page, a position she held until her retirement in 1959. Liebling wrote articles on a variety of subjects, including politics, society, and fashion. Her work has been anthologized numerous times and has been cited by scholars as an important influence on feminist journalism.",2,250,150,"200 word wikipedia style introduction on 'Estelle Liebling'
    Estelle Liebling (April 21, 1880 – September"," 10, 1966) was an American journalist, writer, and editor. She was best known for her work as a reporter and editor for the New York Times.

Liebling was born in Newark, New Jersey to Jewish parents. She graduated from Barnard College in 1903 and worked as a reporter for the Newark Evening News before moving to New York City in 1907. Liebling began working for the New York Times in 1912 as a general assignment reporter. She became the paper's Paris correspondent in 1916 and its Berlin bureau chief in 1922. In 1925, she was appointed editor of the Times's women's page, a position she held until her retirement in 1959. Liebling wrote articles on a variety of subjects, including politics, society, and fashion. Her work has been anthologized numerous times and has been cited by scholars as an important influence on feminist journalism.",28,174
2285527,https://en.wikipedia.org/wiki/Kristina%20fr%C3%A5n%20Duvem%C3%A5la,Kristina från Duvemåla,"Kristina från Duvemåla (""Kristina from Duvemåla"") is a Swedish musical written by former ABBA members Björn Ulvaeus (lyrics) and Benny Andersson (music). It is based on a series of four novels by Swedish author Vilhelm Moberg detailing a family's poverty-driven migration from Sweden to America in the mid-19th century: The Emigrants (1949), Unto a Good Land (1952), The Settlers (1956), and The Last Letter Home (1959). History
The show premiered at the Malmö Opera and Music Theatre in Malmö, Sweden, on 7 October 1995 and received a rapturous welcome. The audience gave it a 10-minute standing ovation, while the critics unanimously praised it. Martin Nyström of Dagens Nyheter wrote that Andersson and Ulvaeus ""created a great Swedish musical that thematically touches on the great questions of our time"" and compared Andersson's musicality with that of Schubert; while Svenska Dagbladets Carl-Gunnar Åhlén concluded that Björn Ulvaeus","Kristina från Duvemåla (""Kristina from Duvemåla"") is a Swedish novel written by Selma Lagerlöf and first published in 1914. The work is set in the years 1871-1882 in the fictional village of Duvemåla, located in Småland County.

Kristina is a seventeen-year-old girl who lives with her father, stepmother and two older sisters on their family farm. Kristina falls in love with Daniel, the son of the local pastor, but their relationship is forbidden by her father. One night, Daniel comes to visit Kristina and they spend a romantic evening together. Kristina's father finds them together and forces Daniel to leave. 

Kristina's stepmother tries to convince her father that Daniel is a good boy, but he is not convinced. One night, after a heated argument about Daniel, Kristina's father accidentally kills her stepmother with his shotgun. Kristina is left alone to take care of the farm. 

Kristina falls ill and spends months recuperating at her sister's home in Västerås. When she recovers, she returns to Duvemåla to find that her father has remarried and her new stepmother doesn't appreciate Kristina. Kristina starts working as a maid for the local countess and begins a new relationship with the count's son, Lennart. 

One winter night, while Lennart is visiting Kristina at the countess' home, they are interrupted by",3,179,214,"200 word wikipedia style introduction on 'Kristina från Duvemåla'
    Kristina från Duvemåla (""Kristina from Duvemåla"") is"," a Swedish novel written by Selma Lagerlöf and first published in 1914. The work is set in the years 1871-1882 in the fictional village of Duvemåla, located in Småland County.

Kristina is a seventeen-year-old girl who lives with her father, stepmother and two older sisters on their family farm. Kristina falls in love with Daniel, the son of the local pastor, but their relationship is forbidden by her father. One night, Daniel comes to visit Kristina and they spend a romantic evening together. Kristina's father finds them together and forces Daniel to leave. 

Kristina's stepmother tries to convince her father that Daniel is a good boy, but he is not convinced. One night, after a heated argument about Daniel, Kristina's father accidentally kills her stepmother with his shotgun. Kristina is left alone to take care of the farm. 

Kristina falls ill and spends months recuperating at her sister's home in Västerås. When she recovers, she returns to Duvemåla to find that her father has remarried and her new stepmother doesn't appreciate Kristina. Kristina starts working as a maid for the local countess and begins a new relationship with the count's son, Lennart. 

One winter night, while Lennart is visiting Kristina at the countess' home, they are interrupted by",44,300
