id,text,Open AI Classfier,GPT Zero (perplexity),GPT Zero (burstiness),DetectGPT (z score),GPT Zero,DetectGPT,Label
1220033,"by Australian pop singer Kylie Minogue. The song was written by Minogue and her then-boyfriend Robbie Williams, and produced by Stock Aitken Waterman. It was released in the United Kingdom on 8 October 1993 and in the United States on 14 October 1993 as the lead single from Minogue's debut studio album, Kylie.

The song is a pop ballad about a relationship gone wrong. Its lyrics talk about how love can be beautiful but also destructive, and how it can be hard to find happiness when things are going wrong. ""Darts of Pleasure"" became a commercial success in the UK, peaking at number two on the UK Singles Chart and spending fourteen weeks in the chart. It also charted within the top five in several other countries, including Australia, Ireland, Norway, Sweden and Switzerland. The song has been certified platinum by the Recording Industry Association of America (RIAA) in recognition of sales of over one million copies in the United States.

""Darts of Pleasure"" was released as the lead single from Minogue's debut studio album, Kylie, on 8 October 1993 in the United Kingdom and 14 October 1993 in the United",4,29.11111111,16.82590675,0.260639,0,0,1
1221559,"Mekelle or Mekele is a special zone and capital of the Tigray Region in Ethiopia. Mekelle was formerly the capital of Enderta awraja in Tigray. It is located around north of the Ethiopian capital Addis Ababa, with an elevation of above sea level. Administratively, Mekelle is considered a Special Zone, which is divided into seven sub-cities. It is the economic, cultural, and political hub of northern Ethiopia. Mekelle has grown rapidly since 1991 with a population of 61,000 in 1984, 97,000 inhabitants in 1994 (96.5% being Tigrinya-speakers), and 170,000 in 2006 (i.e. 4% of the population of Tigray). Mekelle is the second-largest city in Ethiopia after Addis Ababa, with a population of around 545,000. It is 2.6 times larger than Adigrat, the second-largest regional center. The majority of the population of Mekelle depends on government employment, commerce, and small-scale enterprises. In 2007, Mekelle had new engineering, cement, and textile factories, producing for",2,158.5454545,271.3792114,-0.23965,0,1,0
1233933,"18, 2018) was an American public speaker, writer, and actor. He was the founder and CEO of the Adam Parfrey Network (APN), an international multimedia company.

Born in New York City, Parfrey attended Collegiate School in Manhattan. After graduating from Yale University in 1979, he moved to Los Angeles, where he started his own advertising agency. In 1984, he created The Tonight Show with Jay Leno, which became the highest-rated late-night talk show in the United States.

In 1991, Parfrey created The E! True Hollywood Story, a biographical docu-series that aired on the cable network E! for nine seasons. He also wrote and produced the series.

From 1997 to 2007, Parfrey served as the president of The Church of Scientology International.

Parrery died of a heart attack at his home in Los Angeles at the age of 63.",4,85.18182,142.7031,0.362544,0,0,1
1256184,"Figure-ground contrast, in the context of map design, is a property of a map in which the map image can be partitioned into a single feature or type of feature that is considered as an object of attention (the figure), with the remainder of the map being relegated to the background, outside the current focus of attention. It is thus based on the concept of figure–ground from Gestalt psychology. For example, in a street map with strong figure-ground contrast, the reader would be able to isolate and focus attention on individual features, like a given street, park, or lake, as well as layers of related features, like the street network. Strong figure-ground contrast has been seen as a desirable goal of map design, because it helps the map reader to perceive distinct geographic phenomena in the map. This allows more complex composition techniques such as visual hierarchy to organize these phenomena into clear structures that help readers use the map for its intended purposes.",2,114,98.38953,-0.14292,0,1,0
1299905,"title which takes its name from the town of Clogher in County Offaly, Ireland. The current bishop is Michael Cleary.

The Bishop of Clogher is an episcopal title which takes its name from the town of Clogher in County Offaly, Ireland. The current bishop is Michael Cleary. The diocese of Clogher was created in 1838 by Pope Gregory XVI with the merger of the dioceses of Kilmore and Clonmacnoise. It covers an area of 1,827 square kilometres and has a population of 33,000. The bishop's residence is located in the town of Clogher.",4,91.42857,112.6615,-0.09059,0,1,1
1311352,"Wiener Blut ('Viennese Blood', 'Vienna Blood' or 'Viennese Spirit') Op. 354 is a waltz by Johann Strauss II first performed by the composer on 22 April 1873. The new dedication waltz was to celebrate the wedding of the Emperor Franz Joseph I's daughter Archduchess Gisela Louise Maria and Prince Leopold of Bavaria. However, the waltz was also chiefly noted by Strauss' biographers as the début of Strauss with the Vienna Philharmonic Orchestra where for many years, the Philharmonic had dismissed any association with the 'Waltz King' as it had not wished to be associated with mere 'light' or 'pops' music. The festival ball celebrating the event was held at the Musikverein Hall which is the venue for the present day Neujahrskonzert. 'Wiener Blut' is one of a handful of late works by Strauss that were not composed for the stage; at this point in his career he was concentrating on writing for the performing stage, and not for the ballroom, and had written at least two operettas before penning this",2,76.66666667,50.22615433,-0.03977,0,1,0
1352792,"phoneme found in the Swedish language. It is pronounced like the 'sh' in ""she"".",,114.5,77.07464,0.366095,0,0,1
1356794,"is an English professional footballer who plays as a midfielder for Championship club Derby County.

Bentley started his career with hometown club Aston Villa, where he made over 230 appearances and scored 36 goals. He then moved to Manchester United, where he played for four seasons before joining Derby County in 2013. He has since made over 100 appearances for the club, helping them to win the Championship in 2017 and reach the FA Cup final in 2018.

Born in Aston, Birmingham, Bentley progressed through the youth ranks at hometown club Villa before signing a professional contract with the club in 2002. He made his debut for Villa on 10 November 2002 in a 3–1 league victory over Sheffield Wednesday. He scored his first goal for Villa on 18 December 2002 in a 2–1 league victory over Swansea City. Bentley helped Villa to win promotion to the Premier League in 2003, and then finished as runner-up in the Premier League and League Cup in 2004.

In July 2005, Bentley signed for Manchester United on a five-year contract for a fee of £18� million. He made his debut for United on 17 July 2005 in a 4–0 league victory over Middlesbrough. He scored his first goal",4,38.36363636,29.00783539,0.055957,1,1,1
1399530,"Israel (Yisrol) Grodner (; ca. 1848 – 1887) was one of the founding performers in Yiddish theater. A Lithuanian Jew who moved at the age of 16 to Berdichev, Ukraine, Russian Empire, the Broder singer and actor was in Iaşi, Romania in 1876 when Abraham Goldfaden recruited him as the first actor for what became the first professional Yiddish theater troupe. Jacob Adler remarks that as the only Lithuanian Jew in the early years of Yiddish theater, he deliberately spoke a different dialect of Yiddish on stage so that it would blend better with the other actors. (The Yiddish of Lithuania differed from that of Ukraine and Romania.) Although his early performances with Goldfaden are usually considered the start of professional Yiddish-language theater, as a Broder singer Grodner was already something of an actor, and he had already participated in an 1873 concert in Odessa, Ukraine in which he and other Broder singers sang songs (including some of Goldfaden's) and improvised comic material between songs that was very similar to Goldfaden's early, highly improvised,",0,229.6667,382.5173,0.243498,0,1,0
1419883,"Let's Bowl is a scripted bowling game show that aired on the Comedy Central television network from 2001 to 2002 after a brief run on several TV stations across the U.S. in the mid-1990s, the first three being Minneapolis-St. Paul stations: KXLI-TV 41 (Now KPXM-TV), KLGT-TV 23 (now WUCW), and KARE channel 11. Overview
Hosts Steve ""Chopper"" Sedahl (himself) and Wally Hotvedt (Rich Kronfeld) wore outfits and headsets reminiscent of sportscasters of the 1970s and early 1980s, and did play-by-play as contestants bowled against each other. Described as a cross between The People's Court and Bowling for Dollars, the show had participants play against each other to settle feuds and win nearly worthless prizes. For example, in the second 1998 episode, a player received merchandise for a radio station that had been defunct for two years. Gift certificates for Old Country Buffet were common that year. Another episode gave a foodservice-sized can of tuna to the runner up, while the winner received a 2 gallon consumer-strength jug of Roundup.",1,96.14286,95.2058,-0.19722,0,1,0
1422396,"– February 17, 1978) was an American football player and coach. He served as the head football coach at the University of Chicago from 1925 to 1926, the University of Oregon from 1927 to 1930, and the University of Southern California (USC) from 1931 to 1942, compiling a career college football record of 86–51–9. Ricketts was also the head basketball coach at USC from 1938 to 1942, tallying a mark of 90–60.

Ricketts was born in Chicago, Illinois, in 1897. He attended public schools in Chicago and graduated from Roosevelt High School in 1916. He played football and basketball at Roosevelt High School and at the University of Chicago.

Ricketts played for the Chicago Bears in the National Football League (NFL) for one season in 1921. He then coached at Roosevelt High School for two seasons, from 1923 to 1925.

Ricketts was hired as the head football coach at the University of Chicago in 1925. His teams posted a record of 5–3 that season. Ricketts's next two seasons were also successful, as his teams posted records of 8–1 and 7–2. However, during his third season, 1926, Ricketts's team",3,69.91666667,69.81072998,0.780317,0,1,1
1423094,"Dog Man Star is the second album by English alternative rock band Suede, released in October 1994 on Nude Records. The album was recorded in London at Master Rock studios in early 1994, and was produced by Ed Buller. It was the last Suede album to feature guitarist Bernard Butler; growing tensions between him and singer Brett Anderson ended with Butler leaving the band before recording was complete. As a result, some tracks on the album had to be finished with the assistance of session musicians. In contrast to their debut album Suede, which exhibited the influences of David Bowie and the Smiths, Dog Man Star exhibits a more varied aesthetic and draws from a wider range of influences. Although it did not sell on the same scale as its predecessor, it reached number three on the UK Albums Chart and was certified as gold by the BPI in November 1994. Described by Rolling Stone as ""one of the most pretentious albums ever released by a major label,"" the record was released in a different UK musical climate to their hitherto discography. Out-of-step with the mainstream music scene, it featured the band diverting away from the ""Britpop pack"" of bands.",2,47,18.43909,-0.07429,0,1,0
1428827,"A krama is a sturdy traditional Cambodian garment with many uses, including as a scarf, bandanna, to cover the face, for decorative purposes, and as a hammock for children.<ref>Shiv Shanker Tiwary (2009) Encyclopaedia Of Southeast Asia And Its Tribes’’, p. 185 </ref> It may also be used as a form of weaponry. Bokator fighters wrap the krama around their waists, heads and fists. The skill level of the martial artist is signified by the colour of the krama, white being the lowest and black being the most advanced. It is worn by men, women and children, and can be fairly ornate, though most typical kramas contain a gingham pattern of some sort, and traditionally come in either red or blue. It is the Cambodian national symbol. A closely related Thai garment is known as pha khao ma'' (ผ้าขาวม้า) and is worn in the Isan region by locals and by ethnic Khmers.",1,106.6667,121.271,0.219874,0,1,0
1452059,"is a term used in the United Kingdom, Australia and New Zealand for a period of time away from work during which an employee is allowed to take time off for gardening or other leisure activities. This unpaid leave is usually given as a entitlement to employees who have worked for a certain amount of time, usually two years. In some cases, garden leave may also be used as an opportunity for employees to take care of personal affairs, such as caring for a sick family member.

In the United Kingdom, garden leave is usually given as a period of four weeks, although it can be given as long as six weeks. The purpose of garden leave is to give employees the opportunity to take care of personal affairs or to spend time with their families. In addition, garden leave is often used as an opportunity for employees to learn new skills or to take advantage of educational opportunities.

Australia and New Zealand have similar systems of garden leave, although the length of the leave varies from country to country. In Australia, garden leave is usually given as a period of four weeks, although it can be given as long as six weeks. The purpose of garden leave is to give employees the opportunity to take care of personal affairs or to spend time with their families. In addition, garden leave is often used as an opportunity for employees to learn new skills or to take advantage of educational opportunities.

Garden leave has",4,1399.091,4572.934,1.171,1,1,1
1462429,"Leon Lett Jr. (born October 12, 1968) is a former American football defensive tackle and coach who is the assistant defensive line coach for the Dallas Cowboys of the National Football League (NFL). Lett previously played in the NFL for 11 seasons and spent the majority of his career with the Cowboys, who selected him in the seventh round of the 1991 NFL Draft. During his final season in 2001, he played for the Denver Broncos. A two-time Pro Bowler, Lett was a member of the Cowboys teams that won three Super Bowls during the 1990s. He is also remembered for two botched plays: a fumble before scoring a touchdown in Super Bowl XXVII and a failed recovery after a blocked field goal in a Thanksgiving game, although he would go on to help his team win the Super Bowl in both seasons. After retiring, Lett began a career in coaching and rejoined the Cowboys as a coach in 2011.",2,18.83333333,11.46152973,0.382745,1,0,0
1463021,"An elder or progenitor race, in science fiction, fantasy, or horror fiction, is an ancient race that not only preceded but helped shape the races that followed, often playing a significant role in the basis of the story. Humanity may have been descended from them, or they may be a different fictional race, such as elves, dwarves, or aliens. While in some cases, whether they currently exist is unclear, in other instances, members of an elder race still inhabit the world, either openly or in secret. In order to hide their existence, they may make use of a wainscot society, inhabit a parallel universe, only visiting the current one occasionally, or disguise themselves as a fool, deity, magician or trickster. One such example is in Lord of Light (1967), where highly advanced humans take on the identities of Hindu deities and act as gods to the less advanced colonists. Elder races are typically either technologically or spiritually powerful, as well as wise. While sometimes benevolent, assisting younger races, they can also often be amoral, as in H.P. Lovecraft's Cthulhu Mythos, where the Elder Gods are indifferent to humanity's ""petty"" concerns. They are usually presented as having",0,68.44444444,38.0562439,0.292685,0,0,0
1476035,"24, 1988) was an American lawyer and judge who served as the Chief Justice of the United States from 1975 to 1981.

Case was born in Chicago, Illinois, and educated at Princeton University and Harvard Law School. He was a partner in the law firm of Sullivan & Cromwell from 1933 to 1951, then served as Solicitor General of the United States from 1951 to 1953 under President Harry S. Truman. In January 1955, Truman nominated Case to be an Associate Justice of the United States Supreme Court, but he was not confirmed by the Senate. Truman instead nominated him to be a United States District Judge for the Southern District of New York, but that nomination also failed to be confirmed.

In December 1971, President Richard M. Nixon appointed Case to be Chief Justice of the United States, a position he held until his resignation in March 1981. During his tenure as Chief Justice, Case is credited with helping to bring about major changes in American criminal justice system and interpretation of the Constitution of the United States. He retired from the Court in 1981 and died two years later at the age of eighty-seven.",4,12.875,4.015594482,0.347582,1,0,1
1487881,Phi Sigma Pi was founded at the University of Illinois at Urbana-Champaign in 1874. The purpose of Phi Sigma Pi is to provide a fellowship for college men that will enable them to develop their highest potential as individuals and members of society. Phi Sigma Pi is a member organization of the National Honor Society.,4,33.33333,27.46513,0.844716,1,1,1
1501968,"a company makes its financial information available to the public. This can include information on the company's annual reports, shareholder meetings, SEC filings, and corporate websites.

The practice of corporate transparency has become more important in recent years as investors have become increasingly interested in knowing how companies are run and what their profits are. This transparency allows investors to track a company's performance and make informed decisions about whether to invest in it or not.

There are a number of reasons why companies might choose to be transparent. Some may feel that it is important to maintain a good relationship with their shareholders, while others may believe that it is beneficial to allow the public to monitor the company's activities. Whatever the reason, being transparent is generally seen as a positive thing by investors and the public alike.

There are a number of factors that can influence corporate transparency. These include the country in which the company is located, the type of company it is, and the political climate. Certain countries, for example, are more open than others when it comes to reporting financial information.

The benefits of corporate transparency have been well documented by researchers. One study found that corporate transparency had a positive effect on stock prices and was associated with lower levels of corruption. Other studies have shown that greater levels of transparency lead to improvements in corporate governance and compliance with laws, as well as higher levels of customer satisfaction.

There are some drawbacks to corporate transparency, of course. Some",4,67.2,169.866,1.635,1,1,1
1503717,"(born December 2, 1948, in Paddington, London, England) is a British singer and songwriter.

Stevie Vallance began her career as the lead vocalist for the rock band The Four Seasons. After leaving The Four Seasons in 1973, Vallance embarked on a successful solo career. She has released numerous albums and singles, including the Top 10 hits ""I Can't Give You Anything But Love"" and ""Sherry"". Vallance has also been nominated for several Grammy Awards, including Best Female Pop Vocal Performance for ""I Can't Give You Anything But Love"".",4,24.6,14.38054,0.376829,1,0,1
1525197,"Lameia (minor planet designation: 248 Lameia) is a typical main belt asteroid. It was discovered by Austrian astronomer Johann Palisa on 5 June 1885 in Vienna and was named after the Lamia, a lover of Zeus in Ancient Greek mythology. 248 Lameia is orbiting the Sun with a period of and a low eccentricity (ovalness) of 0.067. The semimajor axis of is slightly inward from the 3:1 Kirkwood Gap. Its orbital plane is inclined by 4° to the plane of the ecliptic. On 27 June 1998 an occultation of the 8th magnitude star PPM 236753 (HD 188960) by 248 Lameia was timed by five observers near Gauteng, South Africa. The chords produced a rough size estimate of a ellipse. The size estimate based on IRAS Minor Planet Survey data is. The rotation rate of this object is commensurate with the rotation of the Earth, requiring observations from different locations to build a complete light curve. These yield a rotation estimate of with a brightness variation of magnitude in amplitude. The same data set gives a size estimate of, in agreement",1,196.5455,129.3378,-0.0412,0,1,0
1554132,"Political jurisprudence is a legal theory that some judicial decisions are motivated more by politics than by unbiased judgment. According to Professor Martin Shapiro of University of California, Berkeley, who first noted the theory in 1964: ""The core of political jurisprudence is a vision of courts as political agencies and judges as political actors."" Legal decisions are no longer focused on a judge's analytical analysis (as in Analytical jurisprudence), but rather it is the judges themselves that become the focus for determining how the decision was reached. Political jurisprudence advocates that judges are not machines but are influenced and swayed by the political system and by their own personal beliefs of how the law should be decided. That is not to say necessarily that judges arbitrarily make decisions they personally feel should be right without regard to stare decisis. Instead they are making decisions based on their political, legal, and personal beliefs as it relates to the law. Deeply, and with more implication for the society, the decisions of the judges are not only modified from the politics, but modify itself the politics and the process of law making in a so influential way, that we can say that the policy-making is ""judicialized"".",2,38.57142857,16.97897911,-0.33322,1,1,0
1560377,"behaviour that becomes a problem. It is considered a mental disorder in some countries. It is estimated that problem gambling affects between 2 and 5 percent of the population in North America and Europe, and between 1 and 3 percent in Asia. The main types of problem gambling are progressive betting, multiple gambling, and slot machines.

Problem gambling can be defined as any form of gambling behaviour that is considered to be problematic, leading to negative consequences for the gambler such as financial instability, relationship breakdowns, and suicidal thoughts or attempts. Problem gambling can also lead to compulsive or addictive behaviour, as the gambler becomes increasingly dependent on their gambling habit. There are a number of different types of problem gambling, which can be broken down into three main categories: progressive betting, multiple betting, and slot machines.

Progressive betting is when a gambler starts to bets bigger and bigger sums of money on each bet, increasing the chances of losing even further. This type of problem gambling is often associated with poker players, as they are often more likely to make larger bets than others without realizing it. Multiple betting involves a gambler repeatedly betting on the same sporting event or game, even if they have no chance of winning. This can lead to financial ruin as the gambler loses large sums of money repeatedly. Slot machines are the most common form of problem gambling, as they are incredibly easy to access and can be addictive. Players can become hooked on the",3,67.846,98.382,1.787,1,1,1
1562858,"19, 2002) was an American civil rights activist and a naturalized Japanese citizen who helped lead the American Civil Rights Movement. He was convicted of violating the United States' discriminatory laws against Japanese Americans during World War II and served eight years in federal prison. Korematsu's case helped to spur the Civil Rights Movement and led to the repeal of the Japanese American internment camps.

Fred Korematsu was born in Oakland, California, on January 30, 1919. He was one of six children of Toyosaburo Korematsu and his wife, Kei. His father was a Japanese immigrant who had emigrated to the United States in 1885. Fred's mother was of half-Japanese and half-white ancestry.

Korematsu attended Lincoln High School in Oakland. He became interested in politics at an early age and joined the youth branch of the Japanese American Citizens League (JACL). In 1942, he graduated from UC Berkeley with a bachelor's degree in political science.

In 1942, Korematsu enlisted in the United States Army Air Forces as an aviation cadet. He completed pilot training and served with distinction as a fighter pilot during World War II. After the",2,49,105.4269,0.431989,1,0,1
1607329,"Raphael Linus Levien (also known as Raph Levien; born July 16, 1961) is a Dutch software developer, a member of the free software developer community, through his creation of the Advogato virtual community and his work with the free software branch of Ghostscript. From 2007 until 2018, and from 2021 onwards, he was employed at Google. He holds a PhD in Computer Science from UC Berkeley. He also made a computer-assisted proof system similar to Metamath: Ghilbert. In April 2016, Levien announced a text editor made as a ""20% Project"" (Google allows some employees to spend 20% of their working hours developing their own projects): Xi. Imaging and typography
The primary focus of Levien's work and research is in the varied areas regarding the theory of imaging—that is, rendering pictures and fonts for electronic display, which in addition to being aesthetically and mathematically important also contribute to the accessibility and search-openness of the web.",2,117.4285714,89.48902893,-0.59936,0,1,0
1629117,"Alicia Rickter (born September 21, 1972) is an American model and actress. She appeared as “Laura” in the comedy Buying the Cow and on the TV series Baywatch and The Young and the Restless. She posed nude for Playboy magazine as Miss October 1995. Although she was referred to as the 500th Playboy Playmate, it was not realized at the time that two of the earliest Playmates (Marilyn Waltz and Margaret Scott) were the same person, making Rickter No. 499. She has also appeared in three Playboy videos. Rickter is the daughter of Diana Seminara and is married to baseball player Mike Piazza. They married on January 29, 2005, in Miami and have two daughters and a son.
Rickter was the vice president of A.C. Reggiana 1919, an Italian soccer club that she and her husband had an 85% ownership stake in. On 12 June 2018, Rickter and Piazza announced to A.C. Reggiana 1919's fans that they were not going to enroll the team for the Serie C 2018–2019 season, and they would put it up for sale. This caused",2,786.5455,2396.412,-0.08966,0,1,0
1664436,"Northamptonshire, England. It is located about southeast of Northampton. 

The original castle was built in the 12th century by Robert de Grimsthorpe, one of the Norman conquerors of England. The current structure, dating from the early 16th century, was largely rebuilt in the Tudor period by Sir John Grimsthorpe. In 1553, during the reign of Queen Mary I, the castle was taken by the forces of Sir Thomas Wyatt. It passed through several owners during the English Civil War, before being purchased by Sir John Betjeman in 1936. The poet and broadcaster lived there until his death in 1977.
The castle is open to the public and includes a range of historical exhibits and rooms. It is run by English Heritage.",4,56.44444444,49.49017715,0.379979,0,0,1
1690786,"is an American singer, songwriter and record producer. He is the lead vocalist for the rock band Santana.

Medeiros was born in San Diego, California, to Portuguese parents. His father, Glenn Medeiros, was a jazz trumpeter and his mother, Ana Paula Medeiros (née Silva), was a singer. Medeiros began playing the drums at the age of four, and at the age of twelve he started playing guitar. He was enrolled in a music program at a junior college but dropped out after two years to pursue a career in music.

In 1990, he met Carlos Santana while the two were performing on opposite coasts. The two decided to form a band and recruited other musicians; they were signed to Epic Records in 1992 and released their self-titled debut album that year. The album reached number one on the ""Billboard"" Top Latin Albums chart, and produced three Billboard Hot 100 hits: ""Santana"", ""The Game of Love"", and ""Smooth"". Santana won three Grammy Awards for their debut album: Best New Artist, Best Rock Performance by a Duo or Group with Vocals, and Best Rock Album. In 1999,",2,32.54545455,32.34923172,0.44378,1,0,1
1694580,"Massimiliano ""Max"" Biaggi (; born 26 June 1971) is an Italian retired professional Grand Prix motorcycle road racer who is a 13-time Premier Class race winner. He is a 4-time 250� cc World Champion, 2-time World Superbike Champion and 3-time runner-up in the Premier Class in, and. After winning 4 consecutive 250� cc titles in,, and Biaggi moved to the 500� cc class in and immediately finished runner-up to Mick Doohan with 2 victories with Honda. This earned him a move to the Factory Yamaha Team in. In his 4 seasons with Yamaha Biaggi collected 8 victories and finished runner-up to Valentino Rossi in and. Then he moved to Camel Honda in. But only managed third place in the championship in and beaten by not only Valentino Rossi but also Gresini Honda rider Sete Gibernau. A sole winless season followed in with Factory Honda Team and Biaggi was replaced by Dani Pedrosa for even though he got 4 podiums and a 5th place in the championship. This proved to be Biaggi's final season in",0,295.2222,472.2525,0.570542,0,0,0
1703042,"Hannity is an American conservative television political talk program on Fox News hosted by Sean Hannity. Episodes air live at 9:00� p.m. from Monday through Thursday, while episodes that air on Fridays are pre-recorded, with a repeat airing at 2:00� a.m. the following morning. (Friday's airing is also repeated at 4:00� a.m. on Saturday mornings.) The show focuses on the development of the day's events with long monologues, political analysis, and legal analysis. The show has been a part of the Fox News program lineup since January 12, 2009, and is the number one cable news broadcast in its time slot. On nights when Hannity is not available, former Rep. Jason Chaffetz, Fox News legal analyst Gregg Jarrett, and Fox News contributor Tammy Bruce often fill in as substitute hosts. Format 
At the beginning of the show, Hannity opens with an opening monologue detailing the political issues of the day. He then transitions to clips backing evidence or showing statements of opposition forces. When Hannity finishes his opening monologue, he goes to a political & legal panel analyzing the situations on hand. After the opening segments, the show has",1,105,210.0876007,0.228596,0,1,0
1703418,"the French Navy in the early 1900s. She was the first battleship built in France, and the sixth ship of the French Navy to be named after Antoine-Augustin de La Rochefoucauld, Marquis de la Fayette. Suffren served throughout World War I, where she participated in several battles, notably the Battle of Jutland. After the war, Suffren served as a training ship before being decommissioned in 1927. She was sold for breaking up in 1936. 

The French battleship Suffren was one of the most advanced warships of its time when she was built in 1904. She was designed by naval architect Auguste Lamarre and was the first battleship built in France. Suffren served throughout World War I and fought in several significant battles, notably the Battle of Jutland in 1916. After the war, Suffren served as a training ship before being decommissioned in 1927. She was sold for breaking up in 1936.",3,84.1,84.89922,0.28446,0,0,1
1704758,"Ramsay Street is the fictional cul-de-sac in which the characters of the Australian soap opera Neighbours live. The street is set in the equally fictional Melbourne suburb of Erinsborough. Neighbours storylines primarily centre on the residents of the Street, which was named after Jack Ramsay, the grandfather of original character Max Ramsay (Francis Bell). Only six houses on the street are featured on a regular basis; numbers 22 to 32. Number 34 was featured for the first time in 2018. The cul-de-sac is at the end of a long street and the rest of the houses are on the other side of the main road which bisects it. A storyline within the show saw the name of the street nearly changed to Ramsbottom Street. Harold Bishop (Ian Smith) led a protest against it and won. Pin Oak Court, in Vermont South (at ), is the real cul-de-sac that doubles for Ramsay Street. All of the houses featured in the show are real and the residents allow Neighbours to shoot external scenes in their front and back gardens. Neighbours has been filmed in Pin Oak Court since the series began in 1985 and it has since become popular with",1,98.63636,67.6007,-0.0963,0,1,0
1730464,"that carries railway vehicles, such as trains or locomotives, across a body of water. There are many different types of train ferries, including car ferries, rail car ferries, and rail cargo ferries. Train ferries are also used to carry passengers and freight.

Train ferries are often used to connect two different railway networks, or to carry passengers between two ports. They are a popular mode of transportation for railway enthusiasts and tourists.",4,29,12.4298,-0.1975,1,1,1
1739273,"Bucharest – 14 December 1941 in Bucharest) was a Romanian chemist, historian of chemistry, and academic.


He was a professor at the University of Bucharest, where he served as rector in 1928. He was also a member of the Romanian Academy. Antipa is credited with being one of the founders of organic chemistry in Romania.",4,65.5,70.43910217,-0.46902,0,1,1
1740941,"Frank John Viola Jr. (born April 19, 1960) is an American former starting pitcher in Major League Baseball who played for the Minnesota Twins (1982–1989), New York Mets (1989–1991), Boston Red Sox (1992–1994), Cincinnati Reds (1995), and Toronto Blue Jays (1996). A three-time All-Star, he was named World Series MVP with the Twins in 1987 and won the AL Cy Young Award in 1988. He is the pitching coach of the High Point Rockers. He batted and threw left-handed, and he was nicknamed ""Sweet Music"" – a nickname he picked up after a Minnesota sports writer declared that when Viola pitched, there was ""Sweet Music"" in the Hubert H. Humphrey Metrodome. The nickname was a play on the fact that his last name is also a name of a musical instrument, although pronounced differently. A fan began displaying a banner bearing the phrase in the outfield's upper deck whenever Viola pitched. Twins fans considered the banner to be a good luck charm. The banner is now the property of the Minnesota Historical Society. It was again displayed when Viola was inducted into the Twins Hall of Fame. He was",1,52.6,39.9227,0.465398,0,0,0
1745457,"Patty Loveless (born Patricia Lee Ramey; January 4, 1957), is an American country music singer. Since emerging on the country music scene in late 1986 with her first (self-titled) album, Loveless has been one of the most popular female singers of neotraditional country. She also recorded albums in the country pop and bluegrass genres. Loveless was born in Pikeville, Kentucky, and raised in Elkhorn City, Kentucky, and Louisville, Kentucky. She rose to stardom thanks to her blend of honky tonk and country-rock and a plaintive, emotional ballad style. Loveless has sold 15 million albums worldwide. Loveless has charted more than 40 songs on the US Billboard Hot Country Songs charts, including five number ones: ""Timber, I'm Falling in Love"", ""Chains"", ""Blame It on Your Heart"", ""You Can Feel Bad"", and ""Lonely Too Long"". She has also released 16 studio albums; in the United States, four of these albums have been certified platinum by the Recording Industry Association of America (RIAA), and two have been certified gold.",1,48.625,37.00555038,0.009669,0,1,0
1748543,"is a Zimbabwean politician and served as the Prime Minister of Zimbabwe from 2009 to 2013. He was also the Minister of Rural Development from 2005 to 2009.

Mumbengegwi was born in 1945 in the town of Dzanzira, Masvingo Province. He attended primary school in Dzanzira, before moving to Harare to attend secondary school. He then went to the United Kingdom to study at the London School of Economics and Political Science, where he obtained a Bachelor of Science degree in economics in 1969. 

Mumbengegwi returned to Zimbabwe and worked as an economist for the Ministry of Industry and Commerce from 1969 to 1970. In 1970, he became a research officer with the Central Statistical Office, where he worked until 1975. From 1975 to 1980, Mumbengegwi was assistant director of the National Planning Commission.

Mumbengegwi entered politics in 1980, when he was elected to the National Assembly as a member of the Zimbabwe African National Union (Zanu) party. He served as a member of parliament until 1990, when he was appointed Minister of Lands, Agriculture and Rural Development by President Robert Mugabe. Mumbengegwi remained",3,2311.727273,7474.674316,0.488387,0,0,1
1759538,"Bobby Ray Murcer (May 20, 1946 – July 12, 2008) was an American professional baseball outfielder who played 17 seasons in Major League Baseball between 1965 and 1983. He played the majority of his career for the New York Yankees, whom he later rejoined as a longtime broadcaster. A Gold Glove winner and five-time All-Star, and was voted to the AP's American League 1970s All-Decade team. Murcer led the American League in on-base percentage in 1971, and in runs and total bases in 1972. Early life
Murcer played on the football, baseball, and basketball teams as a sophomore at Southeast High School in Oklahoma City, Oklahoma. In his junior year, he made the All-district football team. He also helped Southeast High to the conference championship in baseball. As a senior, Murcer showed his athletic abilities by making All-State in both football (the state leading scorer) and baseball and was All-City (led the city in scoring) in basketball and baseball. As a senior Murcer hit.458 and struck out only once. Later, in the winter of 1964, he signed a letter of intent to play for the Oklahoma",2,325.2727,650.5703,-0.19795,0,1,0
